Method Name,Flow ID,Flow Name,Category,Subcategory,Unit,Impact Factor
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity cancer')",2875,"Ethane, 1,1,1-trichloro-, HCFC-140",water,ocean,kilogram,0.0
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity cancer')",2876,"Ethane, 1,1,1-trichloro-, HCFC-140",water,surface water,kilogram,0.0
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity cancer')",2873,"Ethane, 1,1,1-trichloro-, HCFC-140",water,ground-,kilogram,0
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity cancer')",2874,"Ethane, 1,1,1-trichloro-, HCFC-140",water,"ground-, long-term",kilogram,0
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity cancer')",1409,"Ethane, 1,1,2-trichloro-",air,,kilogram,8.68e-07
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity cancer')",1406,"Ethane, 1,1,2-trichloro-",air,non-urban air or from high stacks,kilogram,4.18e-07
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity cancer')",1407,"Ethane, 1,1,2-trichloro-",air,"low population density, long-term",kilogram,4.18e-07
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity cancer')",259,"Ethane, 1,1,2-trichloro-",air,urban air close to ground,kilogram,1.32e-06
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity cancer')",1408,"Ethane, 1,1,2-trichloro-",air,lower stratosphere + upper troposphere,kilogram,4.18e-07
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity cancer')",2882,"Ethane, 1,2-dichloro-",water,,kilogram,1.57e-06
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity cancer')",2880,"Ethane, 1,2-dichloro-",water,ocean,kilogram,3.98e-08
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity cancer')",2881,"Ethane, 1,2-dichloro-",water,surface water,kilogram,1.57e-06
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity cancer')",2878,"Ethane, 1,2-dichloro-",water,ground-,kilogram,0
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity cancer')",2879,"Ethane, 1,2-dichloro-",water,"ground-, long-term",kilogram,0
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity cancer')",2886,"Ethane, hexachloro-",water,,kilogram,2.13e-06
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity cancer')",2884,"Ethane, hexachloro-",water,ocean,kilogram,7.49e-07
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity cancer')",2885,"Ethane, hexachloro-",water,surface water,kilogram,2.13e-06
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity cancer')",269,"Ethane, hexachloro-",water,ground-,kilogram,0
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity cancer')",2883,"Ethane, hexachloro-",water,"ground-, long-term",kilogram,0
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity cancer')",1457,Ethanol,air,,kilogram,2.09e-09
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity cancer')",1454,Ethanol,air,non-urban air or from high stacks,kilogram,5.89e-10
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity cancer')",1455,Ethanol,air,"low population density, long-term",kilogram,5.89e-10
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity cancer')",272,Ethanol,air,urban air close to ground,kilogram,3.59e-09
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity cancer')",1456,Ethanol,air,lower stratosphere + upper troposphere,kilogram,5.89e-10
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity cancer')",2891,Ethanol,water,,kilogram,2.54e-09
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity cancer')",2889,Ethanol,water,ocean,kilogram,4.25e-12
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity cancer')",2890,Ethanol,water,surface water,kilogram,2.54e-09
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity cancer')",2887,Ethanol,water,ground-,kilogram,0
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity cancer')",2888,Ethanol,water,"ground-, long-term",kilogram,0
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity cancer')",1469,"Ethene, tetrachloro-",air,,kilogram,2.81e-07
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity cancer')",1466,"Ethene, tetrachloro-",air,non-urban air or from high stacks,kilogram,1.78e-07
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity cancer')",1467,"Ethene, tetrachloro-",air,"low population density, long-term",kilogram,1.78e-07
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity cancer')",275,"Ethene, tetrachloro-",air,urban air close to ground,kilogram,3.84e-07
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity cancer')",1468,"Ethene, tetrachloro-",air,lower stratosphere + upper troposphere,kilogram,1.78e-07
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity cancer')",2906,"Ethene, tetrachloro-",water,,kilogram,4.96e-07
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity cancer')",2904,"Ethene, tetrachloro-",water,ocean,kilogram,6.69e-08
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity cancer')",2905,"Ethene, tetrachloro-",water,surface water,kilogram,4.96e-07
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity cancer')",2902,"Ethene, tetrachloro-",water,ground-,kilogram,0
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity cancer')",2903,"Ethene, tetrachloro-",water,"ground-, long-term",kilogram,0
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity cancer')",1473,"Ethene, trichloro-",air,,kilogram,2.75e-08
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity cancer')",1470,"Ethene, trichloro-",air,non-urban air or from high stacks,kilogram,6.88e-09
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity cancer')",1471,"Ethene, trichloro-",air,"low population density, long-term",kilogram,6.88e-09
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity cancer')",276,"Ethene, trichloro-",air,urban air close to ground,kilogram,4.81e-08
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity cancer')",1472,"Ethene, trichloro-",air,lower stratosphere + upper troposphere,kilogram,6.88e-09
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity cancer')",2911,"Ethene, trichloro-",water,,kilogram,3.91e-08
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity cancer')",2909,"Ethene, trichloro-",water,ocean,kilogram,1.91e-09
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity cancer')",2910,"Ethene, trichloro-",water,surface water,kilogram,3.91e-08
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity cancer')",2907,"Ethene, trichloro-",water,ground-,kilogram,0
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity cancer')",2908,"Ethene, trichloro-",water,"ground-, long-term",kilogram,0
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity cancer')",1497,Ethylene oxide,air,,kilogram,6.5e-07
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity cancer')",1494,Ethylene oxide,air,non-urban air or from high stacks,kilogram,2.61e-07
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity cancer')",1495,Ethylene oxide,air,"low population density, long-term",kilogram,2.61e-07
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity cancer')",285,Ethylene oxide,air,urban air close to ground,kilogram,1.04e-06
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity cancer')",1496,Ethylene oxide,air,lower stratosphere + upper troposphere,kilogram,2.61e-07
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity cancer')",2936,Ethylene oxide,water,,kilogram,1.58e-06
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity cancer')",2934,Ethylene oxide,water,ocean,kilogram,2.31e-08
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity cancer')",2935,Ethylene oxide,water,surface water,kilogram,1.58e-06
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity cancer')",2932,Ethylene oxide,water,ground-,kilogram,0
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity cancer')",2933,Ethylene oxide,water,"ground-, long-term",kilogram,0
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity cancer')",299,Fentin acetate,soil,agricultural,kilogram,0.0
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity cancer')",300,Fentin hydroxide,soil,agricultural,kilogram,0.0
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity cancer')",311,Fluometuron,soil,agricultural,kilogram,0.0
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity cancer')",3827,Fluoranthene,air,,kilogram,5.28e-06
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity cancer')",3861,Fluoranthene,water,surface water,kilogram,8.72e-05
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity cancer')",3828,Fluorene,air,,kilogram,1.54e-06
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity cancer')",3862,Fluorene,water,surface water,kilogram,6.65e-06
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity cancer')",3749,Folpet,soil,agricultural,kilogram,3.2e-09
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity cancer')",3703,Fomesafen,air,non-urban air or from high stacks,kilogram,1.25e-05
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity cancer')",325,Fomesafen,soil,agricultural,kilogram,1.17e-05
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity cancer')",1513,Formaldehyde,air,,kilogram,1.32e-05
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity cancer')",1510,Formaldehyde,air,non-urban air or from high stacks,kilogram,1.21e-06
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity cancer')",1511,Formaldehyde,air,"low population density, long-term",kilogram,1.21e-06
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity cancer')",327,Formaldehyde,air,urban air close to ground,kilogram,2.53e-05
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity cancer')",1512,Formaldehyde,air,lower stratosphere + upper troposphere,kilogram,1.21e-06
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity cancer')",2955,Formaldehyde,water,,kilogram,1.17e-07
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity cancer')",2953,Formaldehyde,water,ocean,kilogram,1.12e-09
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity cancer')",2954,Formaldehyde,water,surface water,kilogram,1.17e-07
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity cancer')",2951,Formaldehyde,water,ground-,kilogram,0
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity cancer')",2952,Formaldehyde,water,"ground-, long-term",kilogram,0
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity cancer')",4004,Fosetyl,soil,agricultural,kilogram,7.28e-11
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity cancer')",3739,Fosetyl-aluminium,soil,agricultural,kilogram,7.28e-11
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity cancer')",1525,Furan,air,,kilogram,3.2e-05
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity cancer')",1522,Furan,air,non-urban air or from high stacks,kilogram,1.33e-06
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity cancer')",1523,Furan,air,"low population density, long-term",kilogram,1.33e-06
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity cancer')",333,Furan,air,urban air close to ground,kilogram,6.28e-05
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity cancer')",1524,Furan,air,lower stratosphere + upper troposphere,kilogram,1.33e-06
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity cancer')",4206,Furfural,air,,kilogram,4.83e-09
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity cancer')",2977,Glutaraldehyde,water,,kilogram,0.0
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity cancer')",2975,Glutaraldehyde,water,ocean,kilogram,0.0
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity cancer')",2976,Glutaraldehyde,water,surface water,kilogram,0.0
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity cancer')",339,Glutaraldehyde,water,ground-,kilogram,0
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity cancer')",2974,Glutaraldehyde,water,"ground-, long-term",kilogram,0
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity cancer')",1545,Hexane,air,,kilogram,9.58e-10
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity cancer')",1542,Hexane,air,non-urban air or from high stacks,kilogram,1.57e-10
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity cancer')",1543,Hexane,air,"low population density, long-term",kilogram,1.57e-10
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity cancer')",361,Hexane,air,urban air close to ground,kilogram,1.76e-09
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity cancer')",1544,Hexane,air,lower stratosphere + upper troposphere,kilogram,1.57e-10
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity cancer')",2995,Hexane,water,,kilogram,1.76e-09
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity cancer')",2993,Hexane,water,ocean,kilogram,9.5e-11
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity cancer')",2994,Hexane,water,surface water,kilogram,1.76e-09
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity cancer')",2991,Hexane,water,ground-,kilogram,0
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity cancer')",2992,Hexane,water,"ground-, long-term",kilogram,0
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity cancer')",2999,Hydrazine,water,,kilogram,2.7e-05
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity cancer')",2997,Hydrazine,water,ocean,kilogram,1.45e-08
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity cancer')",2998,Hydrazine,water,surface water,kilogram,2.7e-05
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity cancer')",362,Hydrazine,water,ground-,kilogram,0
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity cancer')",2996,Hydrazine,water,"ground-, long-term",kilogram,0
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity cancer')",1625,Isoprene,air,,kilogram,6.81e-08
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity cancer')",1622,Isoprene,air,non-urban air or from high stacks,kilogram,1.43e-09
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity cancer')",1623,Isoprene,air,"low population density, long-term",kilogram,1.43e-09
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity cancer')",401,Isoprene,air,urban air close to ground,kilogram,1.35e-07
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity cancer')",1624,Isoprene,air,lower stratosphere + upper troposphere,kilogram,1.43e-09
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity cancer')",1665,Lead,air,,kilogram,4.51e-05
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity cancer')",1662,Lead,air,non-urban air or from high stacks,kilogram,4.57e-05
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity cancer')",1663,Lead,air,"low population density, long-term",kilogram,4.57e-05
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity cancer')",420,Lead,air,urban air close to ground,kilogram,4.45e-05
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity cancer')",1664,Lead,air,lower stratosphere + upper troposphere,kilogram,4.57e-05
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity cancer')",3099,Lead,water,,kilogram,1.44e-07
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity cancer')",3097,Lead,water,ocean,kilogram,2.84e-08
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity cancer')",2330,Lead,soil,,kilogram,8.49e-08
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity cancer')",2327,Lead,soil,agricultural,kilogram,0.000153
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity cancer')",3098,Lead,water,surface water,kilogram,1.44e-07
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity cancer')",2329,Lead,soil,industrial,kilogram,8.49e-08
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity cancer')",3095,Lead,water,ground-,kilogram,0
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity cancer')",3096,Lead,water,"ground-, long-term",kilogram,0
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity cancer')",423,Lindane,soil,agricultural,kilogram,6.57e-06
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity cancer')",3960,MCPA,air,non-urban air or from high stacks,kilogram,0.0
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity cancer')",439,MCPA,soil,agricultural,kilogram,0.0
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity cancer')",3958,MCPA,water,surface water,kilogram,0.0
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity cancer')",3959,MCPA,water,ground-,kilogram,0
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity cancer')",431,Malathion,soil,agricultural,kilogram,0.0
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity cancer')",432,Maleic hydrazide,soil,agricultural,kilogram,0.0
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity cancer')",434,Maneb,soil,agricultural,kilogram,2.32e-08
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity cancer')",1689,Mercury,air,,kilogram,0.0107
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity cancer')",1686,Mercury,air,non-urban air or from high stacks,kilogram,0.0109
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity cancer')",1687,Mercury,air,"low population density, long-term",kilogram,0.0109
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity cancer')",446,Mercury,air,urban air close to ground,kilogram,0.0105
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity cancer')",1688,Mercury,air,lower stratosphere + upper troposphere,kilogram,0.0109
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity cancer')",3132,Mercury,water,,kilogram,0.000152
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity cancer')",3130,Mercury,water,ocean,kilogram,9.65e-05
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity cancer')",2342,Mercury,soil,,kilogram,0.000107
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity cancer')",2339,Mercury,soil,agricultural,kilogram,0.0365
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity cancer')",3131,Mercury,water,surface water,kilogram,0.000152
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity cancer')",2341,Mercury,soil,industrial,kilogram,0.000107
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity cancer')",3128,Mercury,water,ground-,kilogram,0
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity cancer')",3129,Mercury,water,"ground-, long-term",kilogram,0
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity cancer')",3137,"Methane, dichloro-, HCC-30",water,,kilogram,5.82e-08
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity cancer')",3135,"Methane, dichloro-, HCC-30",water,ocean,kilogram,7.59e-09
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity cancer')",3136,"Methane, dichloro-, HCC-30",water,surface water,kilogram,5.82e-08
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity cancer')",3133,"Methane, dichloro-, HCC-30",water,ground-,kilogram,0
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity cancer')",3134,"Methane, dichloro-, HCC-30",water,"ground-, long-term",kilogram,0
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity cancer')",3147,"Methane, tetrachloro-, R-10",water,,kilogram,2.11e-06
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity cancer')",3145,"Methane, tetrachloro-, R-10",water,ocean,kilogram,5.47e-07
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity cancer')",3146,"Methane, tetrachloro-, R-10",water,surface water,kilogram,2.11e-06
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity cancer')",3143,"Methane, tetrachloro-, R-10",water,ground-,kilogram,0
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity cancer')",3144,"Methane, tetrachloro-, R-10",water,"ground-, long-term",kilogram,0
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity cancer')",4144,Methidathion,soil,agricultural,kilogram,5.06e-06
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity cancer')",3693,Methyl parathion,air,non-urban air or from high stacks,kilogram,0.0
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity cancer')",3696,Methyl parathion,soil,agricultural,kilogram,0.0
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity cancer')",488,Metiram,soil,agricultural,kilogram,0.0
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity cancer')",4405,N-methyl-2-pyrrolidone,air,,kilogram,9.93e-09
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity cancer')",3864,Naphtalene,air,,kilogram,8.96e-07
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity cancer')",3865,Naphtalene,water,surface water,kilogram,6.77e-07
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity cancer')",3830,Naphthalene,air,,kilogram,8.96e-07
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity cancer')",1821,Nickel,air,,kilogram,0.000112
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity cancer')",1818,Nickel,air,non-urban air or from high stacks,kilogram,0.000108
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity cancer')",1819,Nickel,air,"low population density, long-term",kilogram,0.000108
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity cancer')",518,Nickel,air,urban air close to ground,kilogram,0.000116
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity cancer')",1820,Nickel,air,lower stratosphere + upper troposphere,kilogram,0.000108
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity cancer')",2350,Nickel,soil,,kilogram,6.13e-05
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity cancer')",2347,Nickel,soil,agricultural,kilogram,0.000287
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity cancer')",2349,Nickel,soil,industrial,kilogram,6.13e-05
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity cancer')",3726,Nickel,water,ground-,kilogram,0
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity cancer')",3209,"Nickel, ion",water,,kilogram,0.000119
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity cancer')",3207,"Nickel, ion",water,ocean,kilogram,6.12e-06
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity cancer')",3208,"Nickel, ion",water,surface water,kilogram,0.000119
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity cancer')",521,"Nickel, ion",water,ground-,kilogram,0
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity cancer')",3206,"Nickel, ion",water,"ground-, long-term",kilogram,0
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity cancer')",1833,Nitrobenzene,air,,kilogram,8.69e-07
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity cancer')",1830,Nitrobenzene,air,non-urban air or from high stacks,kilogram,3.24e-07
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity cancer')",1831,Nitrobenzene,air,"low population density, long-term",kilogram,3.24e-07
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity cancer')",526,Nitrobenzene,air,urban air close to ground,kilogram,1.41e-06
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity cancer')",1832,Nitrobenzene,air,lower stratosphere + upper troposphere,kilogram,3.24e-07
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity cancer')",3228,Nitrobenzene,water,,kilogram,1.05e-06
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity cancer')",3226,Nitrobenzene,water,ocean,kilogram,1.06e-08
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity cancer')",3227,Nitrobenzene,water,surface water,kilogram,1.05e-06
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity cancer')",3224,Nitrobenzene,water,ground-,kilogram,0
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity cancer')",3225,Nitrobenzene,water,"ground-, long-term",kilogram,0
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity cancer')",599,Oxamyl,soil,agricultural,kilogram,0.0
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity cancer')",1865,"PAH, polycyclic aromatic hydrocarbons",air,,kilogram,1.78e-05
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity cancer')",1862,"PAH, polycyclic aromatic hydrocarbons",air,non-urban air or from high stacks,kilogram,1.05e-05
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity cancer')",1863,"PAH, polycyclic aromatic hydrocarbons",air,"low population density, long-term",kilogram,1.05e-05
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity cancer')",604,"PAH, polycyclic aromatic hydrocarbons",air,urban air close to ground,kilogram,2.51e-05
